1,13337,0.69
2,3275,0.17
3,2161,0.11
4,1722,0.09
5,1476,0.08
6,1369,0.07
7,1362,0.07
8,1497,0.08
9,4088,0.21
10,720,0.04
11,266,0.01
12,151,0.01
13,96,0.00
14,70,0.00
15,57,0.00
16,39,0.00
17,41,0.00
18,48,0.00
19,101,0.01
20,105,0.01
21,61,0.00
22,42,0.00
23,23,0.00
24,8,0.00
25,15,0.00
26,8,0.00
27,18,0.00
28,12,0.00
29,42,0.00
30,56,0.00
31,32,0.00
32,23,0.00
33,5,0.00
34,9,0.00
35,4,0.00
36,3,0.00
37,10,0.00
38,10,0.00
39,25,0.00
40,27,0.00
41,15,0.00
42,21,0.00
43,5,0.00
44,11,0.00
45,7,0.00
46,4,0.00
47,5,0.00
48,8,0.00
49,20,0.00
50,18,0.00
51,17,0.00
52,18,0.00
53,6,0.00
54,4,0.00
55,3,0.00
56,11,0.00
57,10,0.00
58,9,0.00
59,8,0.00
60,15,0.00
61,12,0.00
62,10,0.00
63,7,0.00
64,6,0.00
65,2,0.00
66,5,0.00
67,5,0.00
68,6,0.00
69,3,0.00
70,12,0.00
71,13,0.00
72,18,0.00
73,4,0.00
74,10,0.00
75,25,0.00
76,34,0.00
77,8,0.00
78,6,0.00
79,12,0.00
80,23,0.00
81,14,0.00
82,14,0.00
83,10,0.00
84,10,0.00
85,31,0.00
86,52,0.00
87,22,0.00
88,11,0.00
89,12,0.00
90,32,0.00
91,18,0.00
92,21,0.00
93,8,0.00
94,15,0.00
95,45,0.00
96,80,0.00
97,24,0.00
98,19,0.00
99,15,0.00
100,49,0.00
101,34,0.00
102,27,0.00
103,17,0.00
104,14,0.00
105,57,0.00
106,98,0.01
107,31,0.00
108,19,0.00
109,18,0.00
110,21,0.00
111,23,0.00
112,21,0.00
113,13,0.00
114,15,0.00
115,42,0.00
116,89,0.00
117,30,0.00
118,12,0.00
119,15,0.00
120,27,0.00
121,21,0.00
122,19,0.00
123,9,0.00
124,18,0.00
125,54,0.00
126,83,0.00
127,31,0.00
128,15,0.00
129,13,0.00
130,31,0.00
131,15,0.00
132,13,0.00
133,7,0.00
134,12,0.00
135,26,0.00
136,43,0.00
137,15,0.00
138,11,0.00
139,13,0.00
140,20,0.00
141,10,0.00
142,11,0.00
143,6,0.00
144,4,0.00
145,24,0.00
146,42,0.00
147,16,0.00
148,11,0.00
149,4,0.00
150,12,0.00
151,10,0.00
152,5,0.00
153,9,0.00
154,9,0.00
155,10,0.00
156,19,0.00
157,4,0.00
158,8,0.00
159,5,0.00
160,6,0.00
161,6,0.00
162,6,0.00
163,5,0.00
164,2,0.00
165,10,0.00
166,15,0.00
167,7,0.00
168,3,0.00
169,3,0.00
170,2,0.00
171,1,0.00
172,5,0.00
174,2,0.00
175,5,0.00
176,5,0.00
177,3,0.00
178,5,0.00
179,3,0.00
180,3,0.00
181,2,0.00
182,3,0.00
183,4,0.00
184,3,0.00
185,2,0.00
186,3,0.00
187,1,0.00
188,3,0.00
189,1,0.00
191,4,0.00
192,3,0.00
193,4,0.00
194,2,0.00
197,1,0.00
198,3,0.00
200,1,0.00
201,1,0.00
202,2,0.00
203,2,0.00
204,1,0.00
205,1,0.00
206,1,0.00
207,2,0.00
208,3,0.00
209,4,0.00
212,7,0.00
213,1,0.00
217,2,0.00
218,5,0.00
219,2,0.00
220,1,0.00
221,1,0.00
222,2,0.00
223,3,0.00
225,1,0.00
227,1,0.00
228,3,0.00
230,1,0.00
231,1,0.00
232,2,0.00
235,1,0.00
237,1,0.00
238,1,0.00
239,1,0.00
242,2,0.00
243,1,0.00
244,2,0.00
247,2,0.00
248,1,0.00
249,2,0.00
251,1,0.00
252,3,0.00
254,1,0.00
255,3,0.00
256,4,0.00
258,2,0.00
259,4,0.00
261,2,0.00
262,1,0.00
263,4,0.00
264,9,0.00
265,28,0.00
266,15,0.00
267,14,0.00
268,6,0.00
269,12,0.00
270,11,0.00
271,4,0.00
272,6,0.00
273,17,0.00
274,26,0.00
275,93,0.00
276,75,0.00
277,23,0.00
278,45,0.00
279,27,0.00
280,19,0.00
281,17,0.00
282,19,0.00
283,23,0.00
284,47,0.00
285,222,0.01
286,127,0.01
287,81,0.00
288,114,0.01
289,38,0.00
290,21,0.00
291,19,0.00
292,22,0.00
293,28,0.00
294,58,0.00
295,264,0.01
296,155,0.01
297,31,0.00
298,46,0.00
299,18,0.00
300,11,0.00
301,17,0.00
302,20,0.00
303,16,0.00
304,24,0.00
305,30,0.00
306,22,0.00
307,47,0.00
308,60,0.00
309,31,0.00
310,17,0.00
311,8,0.00
312,14,0.00
313,7,0.00
314,15,0.00
315,21,0.00
316,29,0.00
317,68,0.00
318,113,0.01
319,67,0.00
320,21,0.00
321,25,0.00
322,18,0.00
323,19,0.00
324,18,0.00
325,28,0.00
326,51,0.00
327,126,0.01
328,199,0.01
329,101,0.01
330,43,0.00
331,38,0.00
332,39,0.00
333,35,0.00
334,49,0.00
335,56,0.00
336,63,0.00
337,177,0.01
338,332,0.02
339,142,0.01
340,50,0.00
341,62,0.00
342,53,0.00
343,65,0.00
344,63,0.00
345,73,0.00
346,90,0.00
347,278,0.01
348,463,0.02
349,219,0.01
350,70,0.00
351,65,0.00
352,64,0.00
353,64,0.00
354,89,0.00
355,117,0.01
356,145,0.01
357,437,0.02
358,741,0.04
359,307,0.02
360,139,0.01
361,100,0.01
362,101,0.01
363,127,0.01
364,143,0.01
365,162,0.01
366,207,0.01
367,668,0.03
368,1086,0.06
369,461,0.02
370,163,0.01
371,133,0.01
372,128,0.01
373,157,0.01
374,159,0.01
375,198,0.01
376,244,0.01
377,869,0.04
378,1516,0.08
379,599,0.03
380,256,0.01
381,188,0.01
382,178,0.01
383,185,0.01
384,245,0.01
385,213,0.01
386,323,0.02
387,990,0.05
388,1927,0.10
389,745,0.04
390,296,0.02
391,213,0.01
392,179,0.01
393,210,0.01
394,255,0.01
395,231,0.01
396,312,0.02
397,1079,0.06
398,2086,0.11
399,854,0.04
400,268,0.01
401,192,0.01
402,195,0.01
403,188,0.01
404,280,0.01
405,226,0.01
406,323,0.02
407,1027,0.05
408,1973,0.10
409,858,0.04
410,251,0.01
411,211,0.01
412,184,0.01
413,198,0.01
414,249,0.01
415,211,0.01
416,276,0.01
417,857,0.04
418,1646,0.08
419,700,0.04
420,221,0.01
421,154,0.01
422,145,0.01
423,160,0.01
424,170,0.01
425,171,0.01
426,181,0.01
427,581,0.03
428,1291,0.07
429,536,0.03
430,195,0.01
431,121,0.01
432,87,0.00
433,109,0.01
434,117,0.01
435,119,0.01
436,141,0.01
437,360,0.02
438,837,0.04
439,379,0.02
440,101,0.01
441,81,0.00
442,75,0.00
443,65,0.00
444,72,0.00
445,54,0.00
446,72,0.00
447,198,0.01
448,416,0.02
449,179,0.01
450,56,0.00
451,35,0.00
452,45,0.00
453,36,0.00
454,35,0.00
455,35,0.00
456,40,0.00
457,99,0.01
458,197,0.01
459,103,0.01
460,42,0.00
461,26,0.00
462,18,0.00
463,24,0.00
464,16,0.00
465,17,0.00
466,22,0.00
467,29,0.00
468,60,0.00
469,40,0.00
470,24,0.00
471,13,0.00
472,17,0.00
473,7,0.00
474,9,0.00
475,8,0.00
476,8,0.00
477,12,0.00
478,25,0.00
479,19,0.00
480,9,0.00
481,8,0.00
482,6,0.00
483,2,0.00
484,1,0.00
485,2,0.00
486,1,0.00
487,5,0.00
488,11,0.00
489,8,0.00
490,5,0.00
491,6,0.00
492,4,0.00
493,4,0.00
494,3,0.00
495,1,0.00
496,2,0.00
497,5,0.00
498,1,0.00
499,2,0.00
500,2,0.00
501,2,0.00
502,4,0.00
503,3,0.00
504,1,0.00
505,1,0.00
506,3,0.00
507,4,0.00
508,5,0.00
509,5,0.00
510,4,0.00
511,8,0.00
512,7,0.00
513,6,0.00
514,1,0.00
515,2,0.00
516,1,0.00
517,2,0.00
518,7,0.00
519,5,0.00
520,8,0.00
521,31,0.00
522,26,0.00
523,10,0.00
524,3,0.00
525,8,0.00
526,10,0.00
527,10,0.00
528,7,0.00
529,8,0.00
530,25,0.00
531,60,0.00
532,68,0.00
533,33,0.00
534,23,0.00
535,20,0.00
536,22,0.00
537,24,0.00
538,32,0.00
539,31,0.00
540,48,0.00
541,125,0.01
542,196,0.01
543,113,0.01
544,35,0.00
545,33,0.00
546,44,0.00
547,30,0.00
548,41,0.00
549,47,0.00
550,67,0.00
551,221,0.01
552,457,0.02
553,189,0.01
554,77,0.00
555,70,0.00
556,73,0.00
557,73,0.00
558,68,0.00
559,87,0.00
560,122,0.01
561,496,0.03
562,922,0.05
563,367,0.02
564,159,0.01
565,127,0.01
566,140,0.01
567,132,0.01
568,110,0.01
569,120,0.01
570,194,0.01
571,695,0.04
572,1421,0.07
573,567,0.03
574,194,0.01
575,174,0.01
576,173,0.01
577,156,0.01
578,159,0.01
579,182,0.01
580,263,0.01
581,859,0.04
582,1862,0.10
583,839,0.04
584,255,0.01
585,254,0.01
586,262,0.01
587,219,0.01
588,189,0.01
589,218,0.01
590,290,0.01
591,1029,0.05
592,2130,0.11
593,946,0.05
594,310,0.02
595,267,0.01
596,273,0.01
597,215,0.01
598,198,0.01
599,225,0.01
600,317,0.02
601,1092,0.06
602,2266,0.12
603,989,0.05
604,284,0.01
605,254,0.01
606,271,0.01
607,223,0.01
608,219,0.01
609,221,0.01
610,311,0.02
611,978,0.05
612,2043,0.11
613,942,0.05
614,310,0.02
615,235,0.01
616,214,0.01
617,199,0.01
618,190,0.01
619,239,0.01
620,249,0.01
