1000,1754893,94.33
2000,97250,5.23
3000,4880,0.26
4000,920,0.05
5000,372,0.02
6000,144,0.01
7000,74,0.00
8000,32,0.00
9000,38,0.00
10000,924,0.05
11000,68,0.00
12000,10,0.00
13000,33,0.00
14000,3,0.00
15000,14,0.00
16000,8,0.00
17000,5,0.00
18000,11,0.00
19000,16,0.00
20000,13,0.00
21000,8,0.00
22000,8,0.00
23000,6,0.00
24000,23,0.00
25000,8,0.00
26000,11,0.00
27000,7,0.00
28000,3,0.00
29000,2,0.00
30000,7,0.00
31000,9,0.00
32000,3,0.00
33000,6,0.00
34000,5,0.00
35000,7,0.00
36000,5,0.00
37000,4,0.00
38000,1,0.00
39000,6,0.00
41000,7,0.00
42000,2,0.00
43000,4,0.00
44000,5,0.00
45000,1,0.00
46000,5,0.00
47000,1,0.00
48000,3,0.00
49000,1,0.00
50000,5,0.00
51000,3,0.00
52000,2,0.00
53000,2,0.00
54000,1,0.00
55000,3,0.00
56000,3,0.00
58000,3,0.00
59000,1,0.00
61000,2,0.00
62000,2,0.00
63000,2,0.00
64000,3,0.00
65000,3,0.00
70000,1,0.00
72000,1,0.00
74000,1,0.00
83000,1,0.00
90000,1,0.00
93000,2,0.00
94000,1,0.00
96000,1,0.00
107000,1,0.00
109000,1,0.00
116000,1,0.00
119000,1,0.00
121000,1,0.00
122000,3,0.00
132000,1,0.00
133000,1,0.00
138000,1,0.00
148000,1,0.00
153000,1,0.00
158000,1,0.00
163000,1,0.00
173000,1,0.00
176000,1,0.00
178000,1,0.00
186000,1,0.00
187000,1,0.00
191000,1,0.00
194000,1,0.00
197000,2,0.00
219000,1,0.00
225000,1,0.00
230000,1,0.00
236000,1,0.00
237000,1,0.00
246000,1,0.00
255000,2,0.00
257000,1,0.00
268000,1,0.00
272000,1,0.00
280000,1,0.00
286000,1,0.00
288000,1,0.00
293000,1,0.00
294000,1,0.00
302000,1,0.00
305000,2,0.00
321000,2,0.00
328000,1,0.00
330000,1,0.00
333000,1,0.00
346000,1,0.00
359000,1,0.00
367000,1,0.00
370000,1,0.00
371000,1,0.00
382000,1,0.00
386000,1,0.00
387000,1,0.00
395000,1,0.00
400000,1,0.00
402000,1,0.00
404000,1,0.00
409000,1,0.00
412000,1,0.00
423000,1,0.00
435000,1,0.00
437000,1,0.00
456000,1,0.00
457000,1,0.00
470000,1,0.00
472000,1,0.00
480000,1,0.00
492000,1,0.00
493000,1,0.00
494000,1,0.00
495000,1,0.00
499000,1,0.00
501000,1,0.00
508000,1,0.00
510000,1,0.00
515000,2,0.00
519000,1,0.00
527000,2,0.00
530000,1,0.00
533000,1,0.00
543000,1,0.00
548000,1,0.00
551000,1,0.00
559000,1,0.00
562000,1,0.00
565000,1,0.00
566000,1,0.00
572000,1,0.00
573000,1,0.00
574000,1,0.00
597000,1,0.00
615000,1,0.00
621000,1,0.00
627000,1,0.00
639000,1,0.00
641000,1,0.00
658000,1,0.00
675000,1,0.00
699000,1,0.00
706000,1,0.00
708000,1,0.00
712000,1,0.00
721000,1,0.00
730000,1,0.00
731000,1,0.00
751000,1,0.00
754000,1,0.00
761000,1,0.00
771000,1,0.00
772000,1,0.00
778000,1,0.00
784000,1,0.00
787000,1,0.00
836000,1,0.00
839000,1,0.00
846000,1,0.00
858000,1,0.00
861000,1,0.00
871000,1,0.00
890000,1,0.00
891000,1,0.00
902000,1,0.00
907000,1,0.00
909000,1,0.00
964000,1,0.00
975000,1,0.00
982000,1,0.00
988000,1,0.00
1004000,1,0.00
1011000,1,0.00
1025000,1,0.00
1035000,1,0.00
1088000,1,0.00
1100000,1,0.00
1106000,1,0.00
1114000,1,0.00
1124000,1,0.00
1168000,1,0.00
1185000,1,0.00
1268000,1,0.00
1295000,1,0.00
1318000,1,0.00
1324000,1,0.00
1349000,1,0.00
1383000,1,0.00
1389000,1,0.00
1424000,1,0.00
1465000,1,0.00
1497000,1,0.00
1506000,1,0.00
1516000,1,0.00
1550000,1,0.00
1588000,1,0.00
1590000,1,0.00
1692000,1,0.00
1789000,1,0.00
1818000,1,0.00
1856000,1,0.00
1878000,1,0.00
1881000,1,0.00
1882000,1,0.00
1900000,1,0.00
2013000,1,0.00
2032000,1,0.00
2138000,1,0.00
2161000,1,0.00
2222000,1,0.00
2256000,1,0.00
2257000,1,0.00
2270000,1,0.00
2283000,1,0.00
2401000,1,0.00
2488000,1,0.00
2496000,1,0.00
2508000,1,0.00
2512000,1,0.00
2539000,1,0.00
